"","Year","App.","Taxon","Class","Importer","Exporter","Term","Unit","Purpose","Source","Exportation.type","Exportation.number"
"672",2020,"II","Nepenthes villosa","Not applied","GB","LK","live","Not applied","T","A","Exported",1000
"673",2020,"II","Nepenthes villosa","Not applied","HK","LK","live","Not applied","T","A","Exported",150
"674",2020,"II","Nepenthes villosa","Not applied","JP","LK","live","Not applied","T","A","Exported",50
"675",2020,"II","Nepenthes villosa","Not applied","US","LK","live","Not applied","T","A","Exported",830
"676",2020,"II","Galaxea astreata","Anthozoa","LK","VN","live","Not applied","B","C","Imported",750
"677",2020,"II","Anoectochilus roxburghii","Not applied","CN","LA","leaves","Not applied","S","W","Exported",31
"678",2020,"II","Cycnoches cooperi","Not applied","MO","SG","cosmetics","ml","T","A","Imported",0.72
"679",2020,"II","Cymbidium hybrid","Not applied","DK","LK","live","Not applied","T","A","Exported",700
"680",2020,"II","Cymbidium hybrid","Not applied","JP","LK","live","Not applied","T","A","Exported",72
"681",2020,"II","Dendrobium hybrid","Not applied","DK","LK","live","Not applied","T","A","Exported",100
"682",2020,"II","Dendrobium hybrid","Not applied","MV","LK","live","Not applied","T","A","Exported",100
"683",2020,"II","Dendrobium nobile","Not applied","MO","SG","cosmetics","ml","T","A","Imported",1.44
"684",2020,"II","Epidendrum hybrid","Not applied","DK","LK","live","Not applied","T","A","Exported",8975
"685",2020,"II","Gastrodia elata","Not applied","MO","SG","cosmetics","ml","T","A","Imported",78.465
"686",2020,"II","Phalaenopsis amabilis","Not applied","MO","SG","cosmetics","ml","T","A","Imported",7
"687",2020,"II","Thrixspermum centipeda","Not applied","CN","LA","leaves","Not applied","S","W","Exported",31
"688",2020,"II","Vanda coerulea","Not applied","RS","HR","extract","ml","T","A","Imported",3.97235
"689",2020,"II","Vanilla planifolia","Not applied","DE","LK","live","Not applied","T","A","Exported",1000
"690",2020,"II","Phoenicopterus ruber","Aves","CN","ML","live","Not applied","Not applied","Not applied","Exported",200
"691",2020,"II","Phoenicopterus ruber","Aves","ML","SY","unspecified","Not applied","Not applied","Not applied","Imported",200
"692",2020,"II","Goniopora lobata","Anthozoa","LK","VN","live","Not applied","B","C","Imported",750
"693",2020,"II","Goniopora stutchburyi","Anthozoa","LK","VN","live","Not applied","B","C","Imported",750
"694",2020,"II","Agapornis fischeri","Aves","LK","CZ","live","Not applied","B","C","Imported",40
"695",2020,"II","Agapornis personatus","Aves","MV","LK","live","Not applied","T","C","Exported",126
"696",2020,"II","Agapornis personatus","Aves","SG","LK","live","Not applied","T","C","Exported",50
"697",2020,"II","Agapornis pullarius","Aves","XV","ML","live","Not applied","Not applied","Not applied","Exported",80
"698",2020,"II","Alisterus scapularis","Aves","LK","CZ","live","Not applied","B","C","Imported",16
"699",2020,"II","Amazona aestiva","Aves","LK","QA","live","Not applied","B","C","Imported",4
"700",2020,"II","Amazona albifrons","Aves","LK","QA","live","Not applied","B","C","Imported",4
"701",2020,"II","Amazona amazonica","Aves","CA","TT","live","Not applied","P","U","Exported",1
"702",2020,"II","Amazona amazonica","Aves","PH","TT","live","Not applied","P","W","Exported",1
"703",2020,"II","Amazona ochrocephala","Aves","CA","TT","live","Not applied","P","U","Exported",1
"704",2020,"II","Amazona ochrocephala","Aves","RU","BY","live","Not applied","P","C","Exported",1
"705",2020,"II","Amazona xantholora","Aves","LK","QA","live","Not applied","B","C","Imported",4
"706",2020,"II","Ara ararauna","Aves","LK","PH","live","Not applied","B","C","Imported",6
"707",2020,"II","Ara ararauna","Aves","UA","MD","live","Not applied","Q","C","Exported",1
"708",2020,"II","Ara chloropterus","Aves","LK","PH","live","Not applied","B","C","Imported",6
"709",2020,"II","Ara chloropterus","Aves","UA","MD","live","Not applied","Q","C","Exported",1
"710",2020,"II","Ara hybrid","Aves","LK","CZ","live","Not applied","B","C","Imported",25
"711",2020,"II","Ara severus","Aves","MV","LK","live","Not applied","T","C","Exported",1
"712",2020,"II","Aratinga solstitialis","Aves","LK","KW","live","Not applied","B","C","Imported",17
"713",2020,"II","Aratinga solstitialis","Aves","MV","LK","live","Not applied","T","C","Exported",20
"714",2020,"II","Aratinga solstitialis","Aves","SG","LK","live","Not applied","T","C","Exported",10
"715",2020,"II","Aratinga solstitialis","Aves","TT","BB","live","Not applied","T","C","Imported",16
"716",2020,"II","Barnardius zonarius","Aves","LK","CZ","live","Not applied","B","C","Imported",20
"717",2020,"II","Cyanoliseus patagonus","Aves","LK","CZ","live","Not applied","B","C","Imported",20
"718",2020,"II","Eclectus roratus","Aves","MV","LK","live","Not applied","T","C","Exported",47
"719",2020,"II","Eclectus roratus","Aves","SG","LK","live","Not applied","T","C","Exported",6
"720",2020,"II","Lathamus discolor","Aves","LK","CZ","live","Not applied","B","C","Imported",20
"721",2020,"II","Myiopsitta monachus","Aves","LK","CZ","live","Not applied","B","C","Imported",130
"722",2020,"II","Myiopsitta monachus","Aves","LK","QA","live","Not applied","B","C","Imported",6
"723",2020,"II","Myiopsitta monachus","Aves","MV","LK","live","Not applied","T","C","Exported",20
"724",2020,"II","Myiopsitta monachus","Aves","SG","LK","live","Not applied","T","C","Exported",10
"725",2020,"II","Nandayus nenday","Aves","LK","CZ","live","Not applied","B","C","Imported",20
"726",2020,"II","Neophema pulchella","Aves","LK","CZ","live","Not applied","B","C","Imported",60
"727",2020,"II","Neophema splendida","Aves","LK","CZ","live","Not applied","B","C","Imported",60
"728",2020,"II","Neopsephotus bourkii","Aves","LK","CZ","live","Not applied","B","C","Imported",60
"729",2020,"II","Pionites leucogaster","Aves","LK","CZ","live","Not applied","B","C","Imported",46
"730",2020,"II","Pionites leucogaster","Aves","LK","SG","live","Not applied","B","C","Imported",2
"731",2020,"II","Platycercus elegans","Aves","LK","CZ","live","Not applied","B","C","Imported",20
"732",2020,"II","Platycercus eximius","Aves","LK","CZ","live","Not applied","B","C","Imported",57
"733",2020,"II","Poicephalus gulielmi","Aves","LK","QA","live","Not applied","B","C","Imported",8
"734",2020,"II","Poicephalus gulielmi","Aves","SG","CD","live","Not applied","T","W","Exported",70
"735",2020,"II","Poicephalus meyeri","Aves","SG","CD","live","Not applied","T","W","Exported",156
"736",2020,"II","Poicephalus senegalus","Aves","BD","ML","live","Not applied","Not applied","Not applied","Exported",200
"737",2020,"II","Poicephalus senegalus","Aves","JO","ML","live","Not applied","Not applied","Not applied","Exported",100
"738",2020,"II","Poicephalus senegalus","Aves","KW","ML","live","Not applied","Not applied","Not applied","Exported",400
"739",2020,"II","Poicephalus senegalus","Aves","LY","ML","live","Not applied","Not applied","Not applied","Exported",170
"740",2020,"II","Poicephalus senegalus","Aves","OM","ML","live","Not applied","Not applied","Not applied","Exported",500
"741",2020,"II","Poicephalus senegalus","Aves","RU","ML","live","Not applied","Not applied","Not applied","Exported",50
"742",2020,"II","Poicephalus senegalus","Aves","SA","ML","live","Not applied","Not applied","Not applied","Exported",200
"743",2020,"II","Poicephalus senegalus","Aves","UZ","ML","live","Not applied","Not applied","Not applied","Exported",100
"744",2020,"II","Polytelis alexandrae","Aves","LK","CZ","live","Not applied","B","C","Imported",60
"745",2020,"II","Psephotus haematonotus","Aves","LK","CZ","live","Not applied","B","C","Imported",40
"746",2020,"II","Psephotus varius","Aves","LK","CZ","live","Not applied","B","C","Imported",20
"747",2020,"II","Psittacula alexandri","Aves","TT","BB","live","Not applied","T","C","Imported",4
"748",2020,"II","Psittacula eupatria","Aves","UA","MD","live","Not applied","Q","C","Exported",3
"749",2020,"II","Purpureicephalus spurius","Aves","LK","CZ","live","Not applied","B","C","Imported",20
"750",2020,"II","Pyrrhura molinae","Aves","LK","KW","live","Not applied","B","C","Imported",14
"751",2020,"II","Pteropus giganteus","Mammalia","DE","LK","hair","Not applied","S","W","Exported",2
"752",2020,"II","Morelia spilota","Reptilia","RU","BY","live","Not applied","B","C","Exported",1
"753",2020,"II","Morelia viridis","Reptilia","KZ","BY","live","Not applied","B","C","Exported",4
"754",2020,"II","Python bivittatus","Reptilia","AZ","BY","live","Not applied","Z","C","Exported",2
"755",2020,"II","Python bivittatus","Reptilia","LB","BY","live","Not applied","T","C","Exported",76
"756",2020,"II","Python bivittatus","Reptilia","MO","IT","leather products (small)","Not applied","T","C","Imported",2
"757",2020,"II","Python bivittatus","Reptilia","RU","BY","live","Not applied","T","C","Exported",18
"758",2020,"II","Python bivittatus","Reptilia","US","CO","leather products (small)","Not applied","T","C","Exported",74
"759",2020,"II","Python brongersmai","Reptilia","RU","BY","live","Not applied","B","C","Exported",2
"760",2020,"II","Python regius","Reptilia","LB","BY","live","Not applied","T","C","Exported",4
"761",2020,"II","Python reticulatus","Reptilia","JP","CO","leather products (small)","Not applied","T","C","Exported",2
"762",2020,"II","Python reticulatus","Reptilia","MO","IT","leather products (small)","Not applied","T","C","Imported",2
"763",2020,"II","Python reticulatus","Reptilia","RS","DE","leather products (small)","Not applied","T","W","Imported",1
"764",2020,"II","Python reticulatus","Reptilia","US","CO","leather products (small)","Not applied","T","C","Exported",60
"765",2020,"II","Python sebae","Reptilia","ES","CM","trophies","Not applied","H","W","Exported",1
"766",2020,"II","Python sebae","Reptilia","FR","CM","skins","Not applied","H","W","Exported",1
"767",2020,"II","Python sebae","Reptilia","FR","ML","skins","Not applied","Not applied","Not applied","Exported",600
"768",2020,"II","Python sebae","Reptilia","RU","CM","trophies","Not applied","H","W","Exported",1
"769",2020,"II","Python sebae","Reptilia","US","CM","skins","Not applied","H","W","Exported",2
"770",2020,"II","Python sebae","Reptilia","US","CM","trophies","Not applied","H","W","Exported",6
"771",2020,"II","Ramphastos toco","Aves","LK","PH","live","Not applied","B","C","Imported",2
"772",2020,"II","Ramphastos tucanus","Aves","LK","SG","live","Not applied","B","C","Imported",6
"773",2020,"II","Ramphastos vitellinus","Aves","LK","PH","live","Not applied","B","C","Imported",2
"774",2020,"II","Ramphastos vitellinus","Aves","LK","SG","live","Not applied","B","C","Imported",4
"775",2020,"II","Rhincodon typus","Elasmobranchii","IT","CV","specimens","Not applied","S","W","Exported",1
"776",2020,"II","Rhina ancylostoma","Elasmobranchii","SG","LK","fins","kg","T","W","Exported",600
"777",2020,"II","Rhynchobatus spp.","Elasmobranchii","HK","LK","fins","kg","T","W","Exported",185.35
"778",2020,"II","Rhynchobatus spp.","Elasmobranchii","SG","LK","fins","kg","T","W","Exported",1600
"779",2020,"II","Rhynchobatus djiddensis","Elasmobranchii","HK","LK","bodies","kg","T","W","Exported",200
"780",2020,"II","Prunus africana","Not applied","BA","RS","extract","kg","T","W","Exported",3.54
"781",2020,"II","Prunus africana","Not applied","ES","CD","bark","kg","T","W","Exported",102000
"782",2020,"II","Pandinus dictator","Arachnida","CA","CM","live","Not applied","T","W","Exported",20
"783",2020,"II","Pandinus dictator","Arachnida","ES","CM","live","Not applied","T","W","Exported",200
"784",2020,"II","Pandinus dictator","Arachnida","JP","CM","live","Not applied","T","W","Exported",30
"785",2020,"II","Pandinus dictator","Arachnida","US","CM","live","Not applied","T","W","Exported",150
"786",2020,"II","Pandinus imperator","Arachnida","US","CD","live","Not applied","T","W","Exported",13000
"787",2020,"II","Sphyrna lewini","Elasmobranchii","GB","TT","fins","cm3","S","W","Exported",4
"788",2020,"II","Sphyrna lewini","Elasmobranchii","HK","LK","fins","kg","T","W","Exported",1302
"789",2020,"II","Sphyrna lewini","Elasmobranchii","IT","CV","specimens","Not applied","S","W","Exported",13
"790",2020,"II","Sphyrna lewini","Elasmobranchii","SG","LK","fins","kg","T","W","Exported",1200
"791",2020,"II","Sphyrna lewini","Elasmobranchii","US","CV","specimens","Not applied","S","W","Exported",13
"792",2020,"II","Sphyrna mokarran","Elasmobranchii","GB","TT","fins","cm3","S","W","Exported",2
"793",2020,"II","Sphyrna zygaena","Elasmobranchii","HK","LK","fins","kg","T","W","Exported",64.6
"794",2020,"II","Ptilopsis leucotis","Aves","KW","ML","live","Not applied","Not applied","Not applied","Exported",60
"795",2020,"II","Strombus gigas","Gastropoda","TW","TT","meat","kg","T","X","Exported",9.07
"796",2020,"II","Hippocampus comes","Actinopteri","AE","LK","live","Not applied","T","C","Exported",10
"797",2020,"II","Hippocampus comes","Actinopteri","BD","LK","live","Not applied","T","C","Exported",50
"798",2020,"II","Hippocampus comes","Actinopteri","CA","LK","live","Not applied","T","C","Exported",60
"799",2020,"II","Hippocampus comes","Actinopteri","GB","LK","live","Not applied","T","C","Exported",1200
"800",2020,"II","Hippocampus comes","Actinopteri","JO","LK","live","Not applied","T","C","Exported",200
"801",2020,"II","Hippocampus comes","Actinopteri","JP","LK","live","Not applied","T","C","Exported",200
"802",2020,"II","Hippocampus comes","Actinopteri","KW","LK","live","Not applied","T","C","Exported",220
"803",2020,"II","Hippocampus comes","Actinopteri","NZ","LK","live","Not applied","T","C","Exported",20
"804",2020,"II","Hippocampus comes","Actinopteri","RU","LK","live","Not applied","T","C","Exported",60
"805",2020,"II","Hippocampus reidi","Actinopteri","AE","LK","live","Not applied","T","C","Exported",50
"806",2020,"II","Hippocampus reidi","Actinopteri","BD","LK","live","Not applied","T","C","Exported",90
"807",2020,"II","Hippocampus reidi","Actinopteri","DE","LK","live","Not applied","T","C","Exported",150
"808",2020,"II","Hippocampus reidi","Actinopteri","FR","LK","live","Not applied","T","C","Exported",150
"809",2020,"II","Hippocampus reidi","Actinopteri","GB","LK","live","Not applied","T","C","Exported",1200
"810",2020,"II","Hippocampus reidi","Actinopteri","JO","LK","live","Not applied","T","C","Exported",200
"811",2020,"II","Hippocampus reidi","Actinopteri","JP","LK","live","Not applied","T","C","Exported",450
"812",2020,"II","Hippocampus reidi","Actinopteri","KR","LK","live","Not applied","T","C","Exported",200
"813",2020,"II","Hippocampus reidi","Actinopteri","KW","LK","live","Not applied","T","C","Exported",220
"814",2020,"II","Hippocampus reidi","Actinopteri","NL","LK","live","Not applied","T","C","Exported",500
"815",2020,"II","Hippocampus reidi","Actinopteri","NZ","LK","live","Not applied","T","C","Exported",60
"816",2020,"II","Hippocampus reidi","Actinopteri","PL","LK","live","Not applied","T","C","Exported",240
"817",2020,"II","Hippocampus reidi","Actinopteri","RU","LK","live","Not applied","T","C","Exported",100
"818",2020,"II","Centrochelys sulcata","Reptilia","HK","ML","live","Not applied","Not applied","Not applied","Exported",230
"819",2020,"II","Centrochelys sulcata","Reptilia","ID","ML","live","Not applied","Not applied","Not applied","Exported",500
"820",2020,"II","Centrochelys sulcata","Reptilia","TG","ML","live","Not applied","Not applied","Not applied","Exported",2420
"821",2020,"II","Centrochelys sulcata","Reptilia","TW","ML","live","Not applied","Not applied","Not applied","Exported",550
"822",2020,"II","Chelonoidis carbonarius","Reptilia","TH","CO","live","Not applied","T","C","Exported",200
"823",2020,"II","Stigmochelys pardalis","Reptilia","CN","ET","live","Not applied","T","W","Exported",80
"824",2020,"II","Testudo horsfieldii","Reptilia","IT","UZ","live","Not applied","T","W","Exported",500
"825",2020,"II","Eudocimus ruber","Aves","ML","BE","unspecified","Not applied","Not applied","Not applied","Imported",130
"826",2020,"II","Aquilaria crassna","Not applied","AE","LA","oil","l","T","A","Exported",5
"827",2020,"II","Aquilaria crassna","Not applied","AE","LK","oil","ml","T","A","Exported",70
"828",2020,"II","Aquilaria crassna","Not applied","CN","LA","chips","kg","T","A","Exported",15
"829",2020,"II","Aquilaria crassna","Not applied","CN","LA","powder","kg","T","A","Exported",500
"830",2020,"II","Aquilaria crassna","Not applied","DE","LK","oil","ml","T","A","Exported",4
"831",2020,"II","Aquilaria crassna","Not applied","FR","LA","oil","g","T","A","Exported",100
"832",2020,"II","Aquilaria crassna","Not applied","FR","LA","oil","l","T","A","Exported",29
"833",2020,"II","Aquilaria crassna","Not applied","JP","LK","oil","ml","T","A","Exported",1
"834",2020,"II","Aquilaria crassna","Not applied","KR","LA","chips","kg","T","A","Exported",52
"835",2020,"II","Aquilaria crassna","Not applied","KR","LA","oil","g","T","A","Exported",500
"836",2020,"II","Aquilaria crassna","Not applied","KW","LA","chips","kg","T","A","Exported",40
"837",2020,"II","Aquilaria crassna","Not applied","MY","LA","powder","kg","T","A","Exported",200
"838",2020,"II","Aquilaria crassna","Not applied","QA","LK","oil","ml","T","A","Exported",2
"839",2020,"II","Aquilaria crassna","Not applied","SA","LK","oil","ml","T","A","Exported",11.4
"840",2020,"II","Aquilaria crassna","Not applied","SU","LA","chips","kg","T","A","Exported",1724
"841",2020,"II","Aquilaria crassna","Not applied","TH","LA","chips","kg","T","A","Exported",469.7
"842",2020,"II","Aquilaria crassna","Not applied","TH","LA","oil","l","T","A","Exported",5
"843",2020,"II","Aquilaria crassna","Not applied","TW","LA","powder","kg","T","A","Exported",15103
"844",2020,"II","Aquilaria sinensis","Not applied","CN","LA","leaves","Not applied","S","W","Exported",31
"845",2020,"II","Gyrinops walla","Not applied","AE","LK","chips","kg","T","A","Exported",57.06
"846",2020,"II","Gyrinops walla","Not applied","AE","LK","chips","kg","T","I","Exported",66.93
"847",2020,"II","Gyrinops walla","Not applied","IN","LK","chips","g","T","I","Exported",500
"848",2020,"II","Gyrinops walla","Not applied","IN","LK","oil","g","T","I","Exported",642
"849",2020,"II","Gyrinops walla","Not applied","KW","LK","chips","kg","T","I","Exported",56.55
"850",2020,"II","Gyrinops walla","Not applied","QA","LK","chips","kg","T","I","Exported",4.33
"851",2020,"II","Gyrinops walla","Not applied","SA","LK","chips","kg","T","I","Exported",67.99
"852",2020,"II","Trachyphyllia geoffroyi","Anthozoa","LK","VN","live","Not applied","T","C","Imported",10
"853",2020,"II","Anthocephala floriceps","Aves","US","CO","specimens","ml","S","W","Exported",0.5
"854",2020,"II","Chalcostigma heteropogon","Aves","US","CO","specimens","ml","S","W","Exported",0.5
"855",2020,"II","Eriocnemis cupreoventris","Aves","US","CO","specimens","ml","S","W","Exported",0.5
"856",2020,"II","Lepidopyga goudoti","Aves","US","CO","specimens","ml","S","W","Exported",0.5
"857",2020,"II","Leucippus fallax","Aves","US","CO","specimens","ml","S","W","Exported",0.5
"858",2020,"II","Oxypogon guerinii","Aves","US","CO","specimens","ml","S","W","Exported",0.5
"859",2020,"II","Sternoclyta cyanopectus","Aves","US","CO","specimens","ml","S","W","Exported",0.5
"860",2020,"II","Urochroa bougueri","Aves","US","CO","specimens","ml","S","W","Exported",0.5
"861",2020,"II","Ursus arctos","Mammalia","FI","RU","trophies","Not applied","H","W","Imported",2
"862",2020,"II","Ursus arctos","Mammalia","MD","RU","trophies","Not applied","H","W","Imported",1
"863",2020,"II","Ursus arctos","Mammalia","UA","BY","live","Not applied","Q","C","Exported",3
"864",2020,"II","Ursus arctos isabellinus","Mammalia","JO","PK","live","Not applied","Z","C","Exported",2
"865",2020,"II","Varanus acanthurus","Reptilia","RU","BY","live","Not applied","B","C","Exported",1
"866",2020,"II","Varanus albigularis","Reptilia","US","CD","live","Not applied","T","W","Exported",1000
"867",2020,"II","Varanus beccarii","Reptilia","RU","BY","live","Not applied","Q","C","Exported",2
"868",2020,"II","Varanus niloticus","Reptilia","FR","MG","leather products (small)","Not applied","T","W","Exported",147
"869",2020,"II","Varanus niloticus","Reptilia","FR","ML","skins","Not applied","Not applied","Not applied","Exported",13250
"870",2020,"II","Varanus niloticus","Reptilia","MO","FR","leather products (small)","Not applied","T","W","Imported",4
"871",2020,"II","Varanus niloticus","Reptilia","MO","FR","leather products (small)","Not applied","T","W","Imported",2
"872",2020,"II","Varanus niloticus","Reptilia","US","CM","live","Not applied","T","W","Exported",10
"873",2020,"II","Varanus niloticus","Reptilia","US","CO","leather products (small)","Not applied","T","W","Exported",10
"874",2020,"II","Varanus salvator","Reptilia","FR","MG","leather products (small)","Not applied","T","W","Exported",59
"875",2020,"II","Varanus salvator","Reptilia","GB","CO","leather products (small)","Not applied","T","W","Exported",8
"876",2020,"II","Varanus salvator","Reptilia","MG","FR","skin pieces","Not applied","T","W","Imported",100
"877",2020,"II","Varanus salvator","Reptilia","MG","FR","leather products (small)","Not applied","T","W","Imported",60
"878",2020,"II","Varanus salvator","Reptilia","MG","FR","skins","Not applied","T","W","Imported",60
"879",2020,"II","Varanus salvator","Reptilia","MO","FR","leather products (small)","Not applied","T","W","Imported",6
"880",2020,"II","Varanus salvator","Reptilia","US","CO","leather products (small)","Not applied","T","W","Exported",131
"881",2020,"II","Cyphostemma laza","Not applied","TW","MG","live","Not applied","T","A","Exported",5
"882",2020,"II","Cyphostemma montagnacii","Not applied","TW","MG","live","Not applied","T","A","Exported",5
"883",2020,"III","Capra hircus aegagrus","Mammalia","CA","PK","trophies","Not applied","H","W","Exported",1
"884",2020,"III","Capra hircus aegagrus","Mammalia","DE","PK","trophies","Not applied","H","W","Exported",1
"885",2020,"III","Capra hircus aegagrus","Mammalia","ES","PK","trophies","Not applied","H","W","Exported",1
"886",2020,"III","Capra hircus aegagrus","Mammalia","SE","PK","trophies","Not applied","H","W","Exported",2
"887",2020,"III","Capra hircus aegagrus","Mammalia","US","PK","trophies","Not applied","H","W","Exported",3
"888",2020,"III","Capra sibirica","Mammalia","CA","PK","trophies","Not applied","H","W","Exported",1
"889",2020,"III","Capra sibirica","Mammalia","CH","PK","trophies","Not applied","H","W","Exported",1
"890",2020,"III","Capra sibirica","Mammalia","DE","PK","trophies","Not applied","H","W","Exported",4
"891",2020,"III","Capra sibirica","Mammalia","IT","PK","trophies","Not applied","H","W","Exported",2
"892",2020,"III","Capra sibirica","Mammalia","KZ","PK","trophies","Not applied","H","W","Exported",1
"893",2020,"III","Capra sibirica","Mammalia","MD","RU","live","Not applied","Z","C","Imported",1
"894",2020,"III","Capra sibirica","Mammalia","RU","PK","trophies","Not applied","H","W","Exported",2
"895",2020,"III","Capra sibirica","Mammalia","US","PK","trophies","Not applied","H","W","Exported",4
"896",2020,"III","Pseudois nayaur","Mammalia","ES","PK","trophies","Not applied","H","W","Exported",1
"897",2020,"III","Gnetum spp.","Not applied","CN","LA","leaves","Not applied","S","W","Exported",31
"898",2020,"III","Gnetum montanum","Not applied","CN","LA","leaves","Not applied","S","W","Exported",31
"899",2020,"III","Martes flavigula","Mammalia","MD","RU","live","Not applied","Z","C","Imported",1
"900",2020,"III","Mustela sibirica","Mammalia","US","LK","hair","g","T","W","Exported",38.214
"901",2020,"III","Pavo cristatus","Aves","US","PK","trophies","Not applied","T","C","Exported",50
"902",2020,"III","Potamotrygon magdalenae","Elasmobranchii","MX","CO","live","Not applied","T","W","Exported",120
"903",2020,"III","Potamotrygon motoro","Elasmobranchii","CA","CO","live","Not applied","T","W","Exported",12
"904",2020,"III","Potamotrygon motoro","Elasmobranchii","IL","CO","live","Not applied","T","W","Exported",4
"905",2020,"III","Potamotrygon motoro","Elasmobranchii","MX","CO","live","Not applied","T","W","Exported",4
"906",2020,"III","Potamotrygon orbignyi","Elasmobranchii","MX","CO","live","Not applied","T","W","Exported",4
"907",2020,"III","Potamotrygon schroederi","Elasmobranchii","CN","CO","live","Not applied","T","W","Exported",60
"908",2020,"III","Daboia russelii","Reptilia","RU","LK","live","Not applied","T","C","Exported",4
"909",2020,"III","Civettictis civetta","Mammalia","ES","CM","trophies","Not applied","H","W","Exported",1
"910",2020,"III","Civettictis civetta","Mammalia","FR","ET","musk","kg","T","R","Exported",90.1
"911",2020,"III","Civettictis civetta","Mammalia","KR","ET","musk","kg","T","R","Exported",670
"912",2020,"III","Civettictis civetta","Mammalia","RU","CM","trophies","Not applied","H","W","Exported",2
"913",2021,"II","Varanus niloticus","Reptilia","FR","MG","leather products (small)","Not applied","T","W","Exported",53
